Subject,Speaker,Prosody,Happy_rating,Angry_rating,Sad_Rating,F0_Mean,F0_SD,Speech_Rate
13,0,2,4,1,1,296.4059894,102.2235349,3.72784057
13,0,2,4,1,1,277.4209637,86.36368457,3.544751261
13,1,3,1,1,4,198.7989883,25.31540616,3.739930446
13,1,3,1,1,4,192.6045515,30.59046155,3.513107406
13,0,3,1,1,4,214.3637302,25.32440919,3.072592333
13,0,3,1,1,4,206.1943448,18.52419463,2.733095092
13,1,3,1,1,4,193.7062667,26.94191884,3.769062278
13,1,3,1,1,1,190.1053361,20.62018655,3.88552051
13,0,3,1,1,4,210.6276999,34.09789359,3.736397279
13,0,3,1,1,4,221.6499335,40.49756074,4.241127139
13,1,3,1,1,4,211.5480872,21.20492909,3.205367824
13,1,3,1,1,4,190.6579486,19.5400708,3.722545241
13,0,3,1,1,4,210.6757885,26.92113595,2.688646064
13,0,3,1,1,4,204.8872555,28.60200746,3.057373161
13,1,3,1,1,1,180.3633184,26.11621509,3.267810734
13,1,3,1,1,4,189.7627192,21.23845999,3.023076705
13,0,3,1,1,4,204.3792856,20.35795972,3.020356593
13,0,3,1,1,4,201.0591706,17.81211281,3.095870807
14,1,1,3,2,2,269.5932727,84.34837579,4.453166556
14,1,1,1,1,4,261.5485778,72.71894882,4.266853365
14,0,1,1,3,1,197.2609952,31.69987932,4.325098837
14,0,1,1,4,1,186.0363944,24.04499851,4.358075664
14,1,1,1,3,2,215.8253272,43.90655016,4.147281667
14,1,1,1,4,1,220.5053886,41.91077574,5.612144603
14,0,1,2,3,1,185.6073274,29.83425752,4.023388367
14,0,1,1,3,1,195.1057623,31.64259601,4.776702922
14,1,1,1,4,1,221.8505328,46.07652769,3.849807094
14,1,1,1,4,1,232.6159275,55.30643652,4.282495049
14,0,1,2,2,2,192.8609919,26.61124391,3.651331505
14,0,1,1,4,1,186.4577251,28.94498994,3.801750073
14,1,1,1,4,1,206.9950476,43.31821031,3.986006932
14,1,1,1,4,1,245.9264006,53.48464417,3.693679561
14,0,1,1,3,1,177.3275568,19.44215494,3.617137838
14,0,1,1,3,1,183.325055,24.05666326,3.278631142
14,1,2,4,1,1,402.3067614,149.4713202,4.680610227
14,1,2,2,1,1,365.7519544,127.453517,3.868598884
14,0,2,4,1,1,268.8021684,79.98258545,4.01982793
14,0,2,4,1,1,297.5039001,97.24702232,4.133764393
14,1,2,4,1,1,411.6308671,135.4069105,4.330398726
14,1,2,4,1,1,374.8463505,102.1268806,5.601958113
14,0,2,4,1,1,330.5326853,101.3568053,4.135542153
14,0,2,4,1,1,243.3688893,72.5652437,4.339970015
14,1,2,4,1,1,365.107729,130.0228534,3.746408173
14,1,2,4,1,1,351.1119354,96.29556233,4.094554551
14,0,2,4,1,1,319.6638522,101.1103048,3.778075416
14,0,2,4,1,1,282.6285863,66.03293211,4.030181599
14,1,2,4,1,1,381.5698229,131.482518,3.803776894
14,1,2,4,1,1,372.5183744,131.0494603,3.973378053
14,0,2,4,1,1,339.8566134,95.20263337,3.807663531
14,0,2,4,1,1,290.1716213,67.29886591,3.684398389
14,1,3,1,1,3,188.3816793,22.81056794,3.924115577
14,1,3,1,1,4,181.7382491,22.16369343,3.738057843
14,0,3,1,1,4,182.2164634,27.30011875,3.217334944
14,0,3,1,1,4,194.3798708,24.90053455,2.980792895
14,1,3,1,1,3,203.4587968,23.7993334,3.789754025
14,1,3,1,1,4,173.0934902,22.0809658,4.5581819
14,0,3,1,1,4,173.5708468,24.60867556,3.352265649
14,0,3,1,1,4,166.1397505,19.85735614,3.972700829
14,1,3,1,1,3,207.0690723,39.4695966,3.377256491
14,1,3,1,1,4,184.7843042,35.19465031,3.415226157
14,0,3,1,1,4,179.2783315,24.51609232,2.78124001
14,0,3,1,1,4,177.1390177,25.67449988,3.154495703
14,1,3,2,1,3,209.9507591,42.31613965,3.704504428
14,1,3,1,1,4,187.3601711,23.25888222,3.338337746
14,0,3,1,1,3,171.308669,23.38792067,3.181152599
14,0,3,1,1,4,180.1595213,23.07114288,2.788477534
15,0,1,1,3,2,256.2993509,85.33476142,3.845316571
15,0,1,1,4,1,211.4029445,46.43751853,3.595394476
15,1,1,1,2,1,259.6267978,56.71803753,3.155163586
15,1,1,1,4,1,241.7631529,53.69886717,3.193677524
15,0,1,1,3,1,193.0749663,33.93186059,3.833299332
15,0,1,1,4,2,226.0022253,62.01188974,4.19006889
15,1,1,1,3,1,192.7294483,43.45754145,4.11195596
15,1,1,1,4,1,227.7330721,49.48843607,3.772487828
15,0,1,1,3,1,222.4246876,39.35559882,3.223660101
15,0,1,1,1,4,213.9714566,40.21443242,3.817014507
15,1,1,1,1,1,242.9735697,32.01769921,3.128633946
15,1,1,1,3,3,228.7369159,39.10606469,3.540408376
15,0,1,1,4,1,211.9889017,49.62713508,3.180261178
15,0,1,1,4,1,205.9065845,25.62499917,3.42511703
15,1,1,2,1,2,192.1677756,31.91128116,3.662746211
15,1,1,1,2,2,202.104914,23.61176122,3.177349928
15,0,2,4,1,1,318.7569798,107.1787871,2.882620359
15,0,2,4,1,1,338.916983,128.419469,2.840573262
15,1,2,3,1,1,372.5505446,108.765327,3.688385127
15,1,2,4,1,1,317.2701629,83.27744243,3.084303617
15,0,2,4,1,1,313.811117,126.0819759,2.753732676
15,0,2,4,1,1,315.2869306,100.9423268,3.215562724
15,1,2,4,1,1,377.308637,100.0681834,3.376065924
15,1,2,4,1,1,333.6977444,107.7306722,4.131448205
15,0,2,3,1,1,290.0371085,111.9187709,2.833503665
15,0,2,1,2,1,336.7763311,118.9776971,3.174110431
15,1,2,3,1,1,351.4392914,99.99229672,3.534543442
15,1,2,4,1,1,338.7502653,100.8409592,3.804556473
15,0,2,4,1,1,311.0003499,134.4138917,2.766600985
15,0,2,4,1,1,280.0688239,122.9168579,2.850979111
15,1,2,3,1,1,379.0259034,103.8009499,3.266059349
15,1,2,1,1,1,276.9064616,62.3840852,3.176891536
15,0,3,1,1,3,205.5718634,23.79807003,2.465913794
15,0,3,1,1,4,196.5483816,18.1379225,2.160465298
15,1,3,1,1,2,189.6158579,22.7537952,3.77921991
15,1,3,1,1,4,181.5350599,20.45975453,3.29907586
15,0,3,1,1,3,206.6883725,25.90286215,2.361820589
15,0,3,1,1,2,201.2584956,25.13040081,2.460234327
15,1,3,1,2,3,186.1578834,23.39966055,3.231813373
15,1,3,1,1,3,176.212881,28.53822634,4.02773244
15,0,3,1,1,4,207.0710269,16.73073055,2.26362386
15,0,3,1,1,4,202.3721894,21.62736838,2.44634056
15,1,3,1,1,3,203.005498,28.66918008,3.023572138
15,1,3,1,1,4,191.0768597,33.1034925,3.124056287
15,0,3,1,1,3,196.3607848,24.41245961,1.860656781
15,0,3,1,1,4,216.0421652,23.45600792,2.067164627
15,1,3,1,1,2,191.1136987,23.31378329,3.290611602
15,1,3,1,2,3,178.0957479,21.07488666,3.100332592
18,1,1,1,4,1,256.2993509,85.33476142,3.845316571
18,1,1,1,4,1,211.4029445,46.43751853,3.595394476
18,0,1,1,3,1,297.4791027,104.6180477,3.912806456
18,0,1,1,4,1,250.9375011,42.54651852,3.768321984
18,1,1,1,4,1,193.0749663,33.93186059,3.833299332
18,1,1,1,3,1,226.0022253,62.01188974,4.19006889
18,0,1,1,4,1,189.3299696,37.64789102,3.969879776
18,0,1,1,4,1,218.5847069,49.13632871,3.615605992
18,1,1,1,3,1,222.4246876,39.35559882,3.223660101
18,1,1,4,1,1,213.9714566,40.21443242,3.817014507
18,0,1,1,4,1,232.2509492,48.40548485,2.7279941
18,0,1,1,4,1,226.9325058,38.9579584,4.27612171
18,1,1,1,4,1,211.9889017,49.62713508,3.180261178
18,1,1,1,4,3,205.9065845,25.62499917,3.42511703
18,0,1,1,4,1,196.8645897,29.72833724,3.422453916
18,0,1,1,4,1,216.3648077,31.42799014,3.333169745
18,1,2,4,1,1,318.7569798,107.1787871,2.882620359
18,1,2,4,1,2,338.916983,128.419469,2.840573262
18,0,2,4,1,1,307.9399324,114.4362425,4.146016824
18,0,2,1,1,3,280.1788821,80.05357998,3.778529391
18,1,2,4,1,1,313.811117,126.0819759,2.753732676
18,1,2,4,1,1,315.2869306,100.9423268,3.215562724
18,0,2,4,1,2,327.5437924,90.51135492,4.201996108
18,0,2,4,1,1,315.0370807,84.85529256,4.862299371
18,1,2,4,1,1,290.0371085,111.9187709,2.833503665
18,1,2,4,1,1,336.7763311,118.9776971,3.174110431
18,0,2,4,1,1,261.67202,74.68808991,3.723121124
18,0,2,4,1,1,278.9638577,79.77018556,4.000259817
18,1,2,4,1,1,311.0003499,134.4138917,2.766600985
18,1,2,4,1,1,280.0688239,122.9168579,2.850979111
18,0,2,4,1,1,327.0261097,111.7621852,3.587287577
18,0,2,4,1,1,264.5845162,62.65189305,3.599893081
18,1,3,1,1,4,205.5718634,23.79807003,2.465913794
18,1,3,1,1,4,196.5483816,18.1379225,2.160465298
18,0,3,1,1,4,191.0864618,18.72272132,3.519899058
18,0,3,1,1,4,176.2437905,18.92268964,3.071087939
18,1,3,1,1,4,206.6883725,25.90286215,2.361820589
18,1,3,1,1,4,201.2584956,25.13040081,2.460234327
18,0,3,1,1,4,173.0832689,16.33696401,2.836069896
18,0,3,1,1,3,169.3261128,23.20209088,4.181037513
18,1,3,1,1,4,207.0710269,16.73073055,2.26362386
18,1,3,1,1,4,202.3721894,21.62736838,2.44634056
18,0,3,1,1,1,180.4148707,20.36091908,3.088661313
18,0,3,1,1,4,175.8756465,19.89389135,2.99038737
18,1,3,1,1,4,196.3607848,24.41245961,1.860656781
18,1,3,1,1,4,216.0421652,23.45600792,2.067164627
18,0,3,1,1,4,170.6889455,18.8224729,2.919092943
18,0,3,1,1,1,185.9169545,18.91250844,2.932766426
19,1,1,1,3,1,297.4791027,104.6180477,3.912806456
19,0,1,2,2,1,209.1105243,28.15473405,3.66189263
19,1,1,1,4,1,189.3299696,37.64789102,3.969879776
19,0,1,1,3,2,191.9042652,23.47437711,3.459798429
19,1,1,1,3,1,232.2509492,48.40548485,2.7279941
19,0,1,1,4,1,213.2641689,43.92167327,2.543912793
19,1,1,1,3,1,196.8645897,29.72833724,3.422453916
19,0,1,1,3,2,212.8223629,32.03303789,3.005145265
19,1,2,3,1,1,307.9399324,114.4362425,4.146016824
19,0,2,4,1,1,276.0986202,75.58309003,3.739038064
19,1,2,4,1,1,327.5437924,90.51135492,4.201996108
19,0,2,4,1,2,292.9942717,73.98924986,3.507614425
19,1,2,3,1,1,261.67202,74.68808991,3.723121124
19,0,2,4,1,1,295.2186643,84.54566085,2.447696339
19,1,2,4,1,1,327.0261097,111.7621852,3.587287577
19,0,2,3,1,1,323.7000861,73.06720461,2.832362304
19,1,3,1,1,4,191.0864618,18.72272132,3.519899058
19,0,3,1,1,4,209.923132,21.38863775,2.611238135
19,1,3,1,1,4,173.0832689,16.33696401,2.836069896
19,0,3,1,1,3,193.3226198,19.60274931,3.112470507
19,1,3,1,1,4,180.4148707,20.36091908,3.088661313
19,0,3,1,1,3,202.3236751,27.40436838,2.420401312
19,1,3,1,1,4,170.6889455,18.8224729,2.919092943
19,0,3,1,0,0,203.0758322,12.6909922,2.475670349
21,1,1,1,4,1,197.2609952,31.69987932,4.325098837
21,1,1,1,4,1,186.0363944,24.04499851,4.358075664
21,0,1,1,4,1,277.6700425,82.90064708,4.198220003
21,0,1,1,4,1,286.4962962,89.4723791,3.607460286
21,1,1,1,4,1,185.6073274,29.83425752,4.023388367
21,1,1,1,4,2,195.1057623,31.64259601,4.776702922
21,0,1,1,4,1,216.2996935,74.22479451,3.75150091
21,0,1,1,4,1,232.3197075,39.11895055,4.519432978
21,1,1,1,4,1,192.8609919,26.61124391,3.651331505
21,1,1,1,3,2,186.4577251,28.94498994,3.801750073
21,0,1,1,4,1,251.0556422,48.88149672,3.081221533
21,0,1,1,4,1,280.026585,78.39722905,3.388851418
21,1,1,1,3,1,177.3275568,19.44215494,3.617137838
21,1,1,1,3,1,183.325055,24.05666326,3.278631142
21,0,1,1,4,1,235.1978315,45.09888628,3.431659034
21,0,1,2,3,1,248.9111128,58.51337409,3.578009853
21,1,2,3,1,1,268.8021684,79.98258545,4.01982793
21,1,2,3,1,1,297.5039001,97.24702232,4.133764393
21,0,2,1,4,1,420.8242212,166.2622064,5.065829802
21,0,2,3,1,2,500.2634005,158.4824666,4.721207195
21,1,2,4,1,1,330.5326853,101.3568053,4.135542153
21,1,2,3,1,1,243.3688893,72.5652437,4.339970015
21,0,2,2,1,2,376.8026105,109.757277,4.138382077
21,0,2,4,1,2,350.5635976,104.498487,4.89053535
21,1,2,3,1,1,319.6638522,101.1103048,3.778075416
21,1,2,2,1,1,282.6285863,66.03293211,4.030181599
21,0,2,1,4,1,410.4561007,101.8689301,3.996968745
21,0,2,1,3,2,405.4898357,91.64094037,4.491338267
21,1,2,4,1,1,339.8566134,95.20263337,3.807663531
21,1,2,4,1,1,290.1716213,67.29886591,3.684398389
21,0,2,3,2,1,397.154027,100.9200219,4.046203907
21,0,2,1,3,2,313.4898312,103.9891671,3.721647333
21,1,3,1,1,2,182.2164634,27.30011875,3.217334944
21,1,3,1,1,3,194.3798708,24.90053455,2.980792895
21,0,3,1,2,3,194.7503239,38.67845876,3.841217146
21,0,3,1,3,3,195.7915082,22.78416282,3.374442826
21,1,3,1,1,2,173.5708468,24.60867556,3.352265649
21,1,3,1,1,3,166.1397505,19.85735614,3.972700829
21,0,3,1,2,3,188.7646244,20.74890595,3.641068638
21,0,3,1,1,4,180.1717522,32.07297024,4.406512044
21,1,3,1,1,3,179.2783315,24.51609232,2.78124001
21,1,3,3,1,3,177.1390177,25.67449988,3.154495703
21,0,3,1,2,3,204.6196349,17.72131744,3.074035554
21,0,3,1,2,3,210.1077574,22.75698526,3.412409737
21,1,3,1,2,3,171.308669,23.38792067,3.181152599
21,1,3,1,1,3,180.1595213,23.07114288,2.788477534
21,0,3,1,2,2,163.3730033,14.90429986,3.044084404
21,0,3,1,1,4,194.005822,39.53555753,3.350435088
22,0,1,1,4,1,216.9974953,61.52027576,4.411000642
22,0,1,1,4,2,223.9930325,75.00804705,4.283431684
22,1,1,1,4,2,224.1393329,61.05202919,3.264149869
22,1,1,1,4,1,226.5088681,60.96078795,3.756948776
22,0,1,1,4,2,178.8136771,31.34308637,4.594180972
22,0,1,1,4,1,188.5047978,35.18029268,4.636932597
22,1,1,1,4,2,220.1170253,61.17998728,3.77075903
22,1,1,1,4,2,222.5544739,45.26039085,4.336183991
22,0,1,1,4,2,274.6999892,73.99494352,3.908940789
22,0,1,1,4,1,221.9200437,43.21024885,3.988858176
22,1,1,1,3,2,223.4182211,52.27657077,3.0592996
22,1,1,1,4,1,214.9244141,43.49812723,3.895252951
22,0,1,1,2,1,210.1138568,46.008325,3.857021992
22,0,1,1,4,1,184.7725554,31.81318135,3.500563384
22,1,1,1,3,2,188.8669385,34.74482079,3.36765713
22,1,1,1,4,1,194.1006321,29.90826608,3.884269547
22,0,2,4,1,1,356.1061318,115.8675167,4.897810028
22,0,2,4,1,1,317.620232,127.4263367,3.772647755
22,1,2,4,1,2,351.4990993,110.4421195,4.058355157
22,1,2,4,1,1,300.9334066,132.9361634,3.302536928
22,0,2,4,1,1,339.0154122,94.62484275,4.841383293
22,0,2,4,1,1,347.5279013,99.27800324,5.468115076
22,1,2,4,1,1,344.8985611,144.9793946,3.578841919
22,1,2,3,1,2,304.4279734,109.9044008,4.424662483
22,0,2,4,1,2,356.3387497,98.95502809,4.300838372
22,0,2,4,1,1,364.9586999,109.7836458,4.626778422
22,1,2,3,1,2,310.2306258,137.6749322,3.168282505
22,1,2,4,1,1,328.5057,111.635997,3.354818855
22,0,2,4,1,1,329.3330539,104.7859684,4.444804098
22,0,2,4,1,1,338.5396363,107.7083763,4.655371357
22,1,2,4,1,1,294.9288996,112.8385328,3.131366196
22,1,2,4,1,1,352.5717404,112.9402145,2.981338317
22,0,3,1,2,3,164.4961345,16.50070891,3.128224341
22,0,3,1,1,4,161.5805585,19.05811461,3.009227573
22,1,3,1,1,4,182.8737068,18.01550486,3.202272918
22,1,3,1,1,4,176.2892055,19.39658755,3.130018683
22,0,3,1,1,4,155.5144939,13.97615335,3.513650684
22,0,3,1,1,4,152.4337583,25.29374385,3.169166629
22,1,3,1,1,4,177.0385956,19.58478312,2.851046534
22,1,3,1,1,4,167.3755114,19.2405823,3.370381821
22,0,3,1,1,4,154.2667953,13.60338342,2.924666623
22,0,3,2,1,4,165.9656133,24.84235396,2.927048957
22,1,3,1,1,4,204.1804151,24.18385455,2.612464613
22,1,3,1,1,4,197.3809951,24.85089682,2.948826353
22,0,3,1,1,3,150.9554911,18.61132634,2.492935578
22,0,3,2,1,3,161.4866327,14.13647211,3.197556571
22,1,3,1,1,3,181.0578698,30.96851893,2.807567906
22,1,3,1,1,4,195.1961509,23.41654357,2.76239662
23,1,1,1,3,1,288.9333488,84.62275293,3.739036552
23,1,1,1,3,1,231.5409098,39.89936413,3.787841439
23,0,1,1,3,1,216.9170614,56.13833665,3.573579784
23,0,1,1,2,1,181.6761667,32.1965372,3.430551153
23,1,1,1,3,1,222.4365044,49.84129611,4.797871744
23,1,1,1,3,1,260.4918748,53.98772862,3.821551011
23,0,1,1,3,1,177.5463573,27.17175979,3.764314008
23,0,1,1,4,1,169.3435914,28.78719832,5.248758693
23,1,1,1,2,1,257.1734444,44.03617981,3.376545964
23,1,1,1,4,1,266.4304543,65.6703267,3.973363677
23,0,1,1,4,1,188.062459,33.65372993,3.153159913
23,0,1,1,2,1,186.9690021,32.41416896,3.602345565
23,1,1,1,3,1,237.5080391,47.45954709,3.374202639
23,1,1,1,3,1,238.3529779,44.22546111,3.617748422
23,0,1,1,2,1,174.0719161,29.37496251,3.512398475
23,0,1,1,3,1,191.1907373,36.09084122,3.497257996
23,1,2,1,2,1,347.7907461,97.76735139,3.659356927
23,1,2,1,2,1,327.7391332,79.67198099,3.311330357
23,0,2,2,1,1,279.8168848,90.16699242,5.103775661
23,0,2,2,1,1,245.5616936,77.20287396,4.518844078
23,1,2,3,1,1,354.5294609,81.08704367,4.440510605
23,1,2,3,1,1,312.5630076,80.00894531,4.21883287
23,0,2,3,1,1,236.9996083,67.18929973,4.529020548
23,0,2,4,1,1,230.6726312,63.80183997,5.325160705
23,1,2,2,1,1,311.7645606,68.92368121,2.952911788
23,1,2,2,1,1,351.7296599,88.71544936,3.566232943
23,0,2,2,1,1,241.4444102,53.96701674,3.996937373
23,0,2,3,1,1,224.8278925,49.06486652,4.369231325
23,1,2,2,1,1,366.1914761,125.3934403,2.85745176
23,1,2,1,2,1,289.5134844,90.62260727,3.565683425
23,0,2,2,1,1,253.378637,84.64934829,4.31005526
23,0,2,4,1,1,241.962913,84.39054396,4.112085232
23,1,3,1,1,4,203.4022298,19.99900018,3.660680492
23,1,3,1,1,4,197.1948984,16.73671826,3.354340805
23,0,3,1,1,2,164.8021701,20.4374026,4.357619328
23,0,3,1,1,3,153.81819,21.67837591,3.909620668
23,1,3,1,1,4,179.6806686,15.08678586,3.465349563
23,1,3,1,1,2,187.0855361,22.1830975,3.40703161
23,0,3,1,1,4,173.9738223,30.71746677,3.882524505
23,0,3,1,1,4,153.7288306,24.35443925,4.606265572
23,1,3,1,1,2,202.2085254,24.16517593,2.458713732
23,1,3,1,1,4,203.0282341,20.68366793,3.180495938
23,0,3,1,1,3,155.3844833,21.13178107,3.353065586
23,0,3,1,1,2,151.9337277,22.13779624,3.639845672
23,1,3,1,1,3,203.6964573,23.44694408,2.455327795
23,1,3,1,1,4,205.3210277,23.56897318,2.756696654
23,0,3,1,1,2,153.2268829,16.41237513,3.215267084
23,0,3,1,1,3,152.8315288,16.94888055,3.338613665
24,0,1,1,4,1,303.6705366,85.99566952,3.361878244
24,0,1,1,4,1,293.3198975,80.03547852,3.639700408
24,1,1,1,3,1,238.878422,57.36473436,3.608014858
24,1,1,1,4,1,240.5563368,67.32968456,3.601696592
24,0,1,1,4,1,256.6872011,62.5744285,3.807372141
24,0,1,1,4,1,342.4683572,84.7625792,4.045182135
24,1,1,1,3,1,215.9976927,38.44258625,4.019890162
24,1,1,1,4,1,216.8777171,49.26319132,3.775059057
24,0,1,1,4,1,294.2848148,60.23509727,3.283591333
24,0,1,1,4,1,297.543725,75.1074704,3.8337172
24,1,1,1,2,2,229.9899652,40.73552276,2.941513832
24,1,1,1,4,1,238.6785407,53.55000484,3.709399235
24,0,1,1,4,1,281.2747943,59.66462765,3.94153514
24,0,1,1,4,1,259.4255426,50.21149003,3.623864604
24,1,1,1,4,1,211.7918411,38.93024746,2.954388551
24,1,1,1,4,1,231.3665212,50.49520402,3.256302698
24,0,2,2,1,2,376.7156207,159.7455308,4.349523737
24,0,2,4,1,1,384.5897354,115.5309844,3.995470031
24,1,2,3,2,1,345.8697319,92.42587161,4.676656112
24,1,2,4,1,1,308.0351457,102.4795217,3.844143987
24,0,2,3,1,1,354.1364642,134.7559015,3.74860362
24,0,2,3,1,1,391.1023249,116.1640253,5.638645889
24,1,2,3,1,1,332.414036,93.01810311,4.096386171
24,1,2,2,1,1,266.7332975,64.35161467,4.70132149
24,0,2,4,1,1,398.8254384,130.6989874,3.976883435
24,0,2,4,1,1,377.7535002,95.24097941,4.028584287
24,1,2,3,1,1,300.3139425,96.20914293,3.309589669
24,1,2,3,1,2,331.5555315,65.07127611,3.869095449
24,0,2,4,1,1,353.2293447,140.4731853,3.611394244
24,0,2,4,1,1,357.0476998,146.5897479,3.572580494
24,1,2,3,1,1,277.5022226,93.81200487,3.990109725
24,1,2,3,1,1,262.8622149,74.99614278,3.92625886
24,0,3,1,1,4,225.4575726,21.97678324,3.522512006
24,0,3,1,1,4,218.9430307,28.23307865,2.581109678
24,1,3,1,1,4,229.7905289,36.00062601,3.332992575
24,1,3,1,1,4,217.4314441,22.43227013,3.217003239
24,0,3,1,1,4,209.4694335,28.64578084,3.32661999
24,0,3,1,1,4,211.5410621,39.30461897,3.322057389
24,1,3,1,1,4,202.7132487,16.47546329,3.729757732
24,1,3,1,1,4,212.9753962,35.57782383,3.716877808
24,0,3,1,1,4,215.2335945,18.96285039,2.641176442
24,0,3,1,1,4,217.7088711,21.30317599,3.120436279
24,1,3,1,1,4,210.1811186,18.46009911,3.360469875
24,1,3,1,1,4,205.8592633,47.82236965,3.928615623
24,0,3,1,1,4,209.2559612,35.70788454,2.700264571
24,0,3,1,1,4,217.347274,27.07397123,2.294566659
24,1,3,1,1,4,209.6441303,23.03570185,3.420468988
24,1,3,1,1,4,204.2693873,17.64754128,3.327844775
26,1,1,1,3,2,277.6700425,82.90064708,4.198220003
26,1,1,1,4,1,286.4962962,89.4723791,3.607460286
26,0,1,1,4,1,224.1393329,61.05202919,3.264149869
26,0,1,1,4,1,226.5088681,60.96078795,3.756948776
26,1,1,1,4,2,216.2996935,74.22479451,3.75150091
26,1,1,1,4,1,232.3197075,39.11895055,4.519432978
26,0,1,1,4,1,220.1170253,61.17998728,3.77075903
26,0,1,1,4,1,222.5544739,45.26039085,4.336183991
26,1,1,1,3,1,251.0556422,48.88149672,3.081221533
26,1,1,1,4,1,280.026585,78.39722905,3.388851418
26,0,1,1,4,1,223.4182211,52.27657077,3.0592996
26,0,1,1,4,1,214.9244141,43.49812723,3.895252951
26,1,1,1,3,1,235.1978315,45.09888628,3.431659034
26,1,1,1,2,3,248.9111128,58.51337409,3.578009853
26,0,1,1,4,1,188.8669385,34.74482079,3.36765713
26,0,1,1,4,1,194.1006321,29.90826608,3.884269547
26,1,2,4,1,1,420.8242212,166.2622064,5.065829802
26,1,2,4,1,1,500.2634005,158.4824666,4.721207195
26,0,2,3,1,1,351.4990993,110.4421195,4.058355157
26,0,2,2,1,1,300.9334066,132.9361634,3.302536928
26,1,2,4,1,1,376.8026105,109.757277,4.138382077
26,1,2,4,1,1,350.5635976,104.498487,4.89053535
26,0,2,4,1,1,344.8985611,144.9793946,3.578841919
26,0,2,4,1,1,304.4279734,109.9044008,4.424662483
26,1,2,4,1,1,410.4561007,101.8689301,3.996968745
26,1,2,4,1,1,405.4898357,91.64094037,4.491338267
26,0,2,4,1,2,310.2306258,137.6749322,3.168282505
26,0,2,4,1,1,328.5057,111.635997,3.354818855
26,1,2,4,1,1,397.154027,100.9200219,4.046203907
26,1,2,4,1,1,313.4898312,103.9891671,3.721647333
26,0,2,4,1,1,294.9288996,112.8385328,3.131366196
26,0,2,4,1,1,352.5717404,112.9402145,2.981338317
26,1,3,1,1,3,194.7503239,38.67845876,3.841217146
26,1,3,1,1,3,195.7915082,22.78416282,3.374442826
26,0,3,1,1,4,182.8737068,18.01550486,3.202272918
26,0,3,1,1,4,176.2892055,19.39658755,3.130018683
26,1,3,2,2,3,188.7646244,20.74890595,3.641068638
26,1,3,1,1,3,180.1717522,32.07297024,4.406512044
26,0,3,1,1,4,177.0385956,19.58478312,2.851046534
26,0,3,1,1,4,167.3755114,19.2405823,3.370381821
26,1,3,1,1,3,204.6196349,17.72131744,3.074035554
26,1,3,1,1,3,210.1077574,22.75698526,3.412409737
26,0,3,1,1,3,204.1804151,24.18385455,2.612464613
26,0,3,1,1,3,197.3809951,24.85089682,2.948826353
26,1,3,1,1,3,163.3730033,14.90429986,3.044084404
26,1,3,1,1,3,194.005822,39.53555753,3.350435088
26,0,3,1,1,4,181.0578698,30.96851893,2.807567906
26,0,3,1,1,1,195.1961509,23.41654357,2.76239662
28,0,1,1,3,1,230.8937424,113.4468735,3.527447982
28,0,1,1,3,1,179.4875941,32.88489498,3.281556227
28,1,1,1,2,1,234.7554582,56.09197316,4.167229655
28,1,1,1,2,1,222.0597023,50.55162659,3.490300392
28,0,1,1,2,1,163.7641638,26.03430504,3.537352732
28,0,1,1,3,1,185.1455275,36.14006773,4.134403097
28,1,1,1,2,1,200.5164987,33.64095017,3.86900968
28,1,1,1,3,1,184.3937614,29.34145874,3.400111547
28,0,1,1,3,1,206.835081,40.21402095,2.810209676
28,0,1,1,2,1,212.724695,51.50062708,3.585713277
28,1,1,2,2,3,228.8730547,46.69669383,3.234196025
28,1,1,1,3,1,205.8878094,38.29835473,3.436588624
28,0,1,1,3,1,179.5220164,27.39220778,3.496595949
28,0,1,2,3,1,177.9184066,32.64828591,3.289399811
28,1,1,2,2,1,193.6953746,37.59837804,3.184744814
28,1,1,1,2,1,197.1534297,34.1055549,3.64034434
28,0,2,2,2,2,326.0711686,106.6222208,5.157488897
28,0,2,3,1,1,343.6321036,76.45522759,4.831362101
28,1,2,2,2,1,223.9154688,62.10238259,3.856985383
28,1,2,1,2,1,237.1837755,68.31370124,3.8163642
28,0,2,4,1,1,373.6816375,84.4241351,4.912749467
28,0,2,4,1,1,306.509321,89.7804216,5.692285971
28,1,2,2,1,1,225.1675087,40.14801648,3.862200899
28,1,2,1,2,2,198.341349,36.14441536,4.057625789
28,0,2,3,1,1,243.9893444,88.36917893,4.510007879
28,0,2,2,1,1,298.6228035,71.94723229,4.81945823
28,1,2,3,1,1,219.0901573,40.2871705,3.479177011
28,1,2,1,1,2,221.9429375,44.25479673,3.855355075
28,0,2,2,1,1,363.5530907,80.57552609,4.586703792
28,0,2,4,1,1,293.2645502,70.82350738,4.300126669
28,1,2,1,2,1,252.349956,69.32899653,3.500276794
28,1,2,2,1,1,223.7969325,55.23525039,3.47397164
28,0,3,1,1,2,163.4918292,14.43654647,4.159130339
28,0,3,1,1,2,154.2278351,13.64304007,3.548034837
28,1,3,1,1,3,145.0325072,15.56949706,4.35548661
28,1,3,1,1,2,162.3685851,20.01223345,3.901237347
28,0,3,1,1,2,154.3013823,16.75815578,3.441639999
28,0,3,1,1,2,148.7940914,17.71766893,4.007320361
28,1,3,1,1,3,151.181138,21.33210348,3.914264051
28,1,3,1,1,2,136.8464684,18.31541425,4.541880872
